"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"MsMpEng","0","728","2204000788480","176631808","279764992","214440",,,"211.671875",,,,,"Process","8",,,,,,"728","6384",".","0","",,,,,"214440","214440","279764992","279764992","710848","710848","1071370240","1071370240","922959872","922959872","1536868352","2204855091200",,,"279764992","279764992","00:00:44.3125000","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:03:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:31.6718750","00:02:47.3593750","682565632","2204000788480","False",,,,"176631808","176631808",,
"NisSrv","0","205","2203414945792","8282112","3981312","35800",,,"0.0625",,,,,"Process","8",,,,,,"205","4716",".","0","",,,,,"35800","35800","3981312","3981312","121304","121304","4612096","4612096","12062720","12062720","100478976","2203418701824",,,"3981312","3981312","00:00:00.0468750","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:03:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","96722944","2203414945792","False",,,,"8282112","8282112",,
"notepad","1","281","2203484049408","892928","3178496","15344","C:\WINDOWS\system32\NOTEPAD.EXE","Microsoft Corporation","0.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Notepad","Microsoft? Windows? Operating System","Process","8",,"False",,"3624","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","4464",".","1180798","Powershell_StructureDiscussion.ps1.txt - Notepad","System.Diagnostics.ProcessModule (NOTEPAD.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15344","15344","3178496","3178496","246760","246760","3719168","3719168","19746816","19746816","169295872","2203487518720","True","Normal","3178496","3178496","00:00:00.1250000","notepad","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:47:16 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0468750","165826560","2203484049408","False",,,,"892928","892928",,
"notepad","1","234","2203473072128","929792","2584576","12760","C:\WINDOWS\system32\notepad.exe","Microsoft Corporation","0.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Notepad","Microsoft? Windows? Operating System","Process","8",,"False",,"2612","Microsoft.Win32.SafeHandles.SafeProcessHandle","234","8188",".","656730","Untitled - Notepad","System.Diagnostics.ProcessModule (notepad.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12760","12760","2584576","2584576","217128","217128","3145728","3145728","15917056","15917056","163233792","2203481456640","True","Normal","2584576","2584576","00:00:00.0781250","notepad","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:40:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","154849280","2203473072128","False",,,,"929792","929792",,
"OfficeClickToRun","0","636","2203569553408","48295936","37363712","26592","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe","Microsoft Corporation","67.484375","16.0.10361.20002","16.0.10361.20002","Microsoft Office Click-to-Run (SxS)","Microsoft Office","Process","8",,"False",,"5052","Microsoft.Win32.SafeHandles.SafeProcessHandle","636","3324",".","0","","System.Diagnostics.ProcessModule (OfficeClickToRun.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26592","26592","37363712","37363712","262320","262320","112635904","112635904","128151552","128151552","333484032","2203651706880","True","Normal","37363712","37363712","00:00:15.9687500","OfficeClickToRun","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:07.4843750","00:00:51.5156250","251330560","2203569553408","False",,,,"48295936","48295936",,
"OneDrive","1","859","2207086555136","6479872","50753536","54168","C:\Users\Administrator.ADATUM\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","3.3125","25.031.0217.0003","25.031.0217.0003","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"5420","Microsoft.Win32.SafeHandles.SafeProcessHandle","859","7608",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54168","54168","50753536","50753536","858832","858832","54337536","54337536","116613120","116613120","-520138752","2207093051392","True","Normal","50753536","50753536","00:00:01.4843750","OneDrive","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:00:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3125000","00:00:01.8281250","-526635008","2207086555136","False",,,,"6479872","6479872",,
"powershell","1","540","2204021743616","630784","66322432","30824","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","0.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"6108","Microsoft.Win32.SafeHandles.SafeProcessHandle","540","8092",".","328708","Select Administrator: Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30824","30824","66322432","66322432","490960","490960","69746688","69746688","80355328","80355328","716820480","2204035043328","True","Normal","66322432","66322432","00:00:00.1718750","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:33:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7968750","00:00:00.6250000","703520768","2204021743616","False",,,,"630784","630784",,
"powershell_ise","1","1187","5493862400","107835392","236548096","87664","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","225.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"4124","Microsoft.Win32.SafeHandles.SafeProcessHandle","1187","5572",".","132338","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","87664","87664","236548096","236548096","1066312","1066312","278077440","278077440","296402944","296402944","1202085888","5497053184","True","Normal","236548096","236548096","00:00:56.3281250","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:33:50 AM",,"System.Diagnostics.ProcessThreadCollection","00:03:45.6875000","00:02:49.3593750","1198895104","5493862400","False",,,,"107835392","107835392",,
"Registry","0","0","147456000","18391040","5222400","18224",,,"6.4375",,,,,"Process","8",,,,,,"0","100",".","0","",,,,,"18224","18224","5222400","5222400","292224","292224","205524992","205524992","290902016","290902016","421048320","421048320",,,"5222400","5222400","00:00:06.4375000","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:51:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4375000","00:00:00","147456000","147456000","False",,,,"18391040","18391040",,
"RuntimeBroker","1","672","2203634393088","50393088","30765056","30696","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","4.859375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5964","Microsoft.Win32.SafeHandles.SafeProcessHandle","672","1132",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30696","30696","30765056","30765056","404352","404352","49463296","49463296","73064448","73064448","329326592","2203647549440","True","Normal","30765056","30765056","00:00:02.4687500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8593750","00:00:02.3906250","316170240","2203634393088","False",,,,"50393088","50393088",,
"RuntimeBroker","1","233","2203450511360","17199104","2613248","11008","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4936","Microsoft.Win32.SafeHandles.SafeProcessHandle","233","2472",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11008","11008","2613248","2613248","195496","195496","3502080","3502080","19824640","19824640","150466560","2203468689408","True","Normal","2613248","2613248","00:00:00.0468750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:40:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","132288512","2203450511360","False",,,,"17199104","17199104",,
"RuntimeBroker","1","277","2203467059200","12521472","5935104","16720","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.21875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6088","Microsoft.Win32.SafeHandles.SafeProcessHandle","277","5264",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16720","16720","5935104","5935104","219952","219952","7864320","7864320","31531008","31531008","201953280","2203520176128","True","Normal","5935104","5935104","00:00:00.5937500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2187500","00:00:00.6250000","148836352","2203467059200","False",,,,"12521472","12521472",,
"RuntimeBroker","1","312","2203474149376","24141824","5591040","16856","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.203125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5396","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","6052",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16856","16856","5591040","5591040","237264","237264","7241728","7241728","25862144","25862144","164847616","2203483070464","True","Normal","5591040","5591040","00:00:00.0781250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.1250000","155926528","2203474149376","False",,,,"24141824","24141824",,
"RuntimeBroker","1","188","2203433938944","7753728","2453504","10736","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"888","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","6580",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2453504","2453504","152408","152408","2916352","2916352","16674816","16674816","120369152","2203438592000","True","Normal","2453504","2453504","00:00:00.0156250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0468750","115716096","2203433938944","False",,,,"7753728","7753728",,
"RuntimeBroker","1","359","2203470770176","19169280","6029312","20800","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.765625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2784","Microsoft.Win32.SafeHandles.SafeProcessHandle","359","6792",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20800","20800","6029312","6029312","230032","230032","8642560","8642560","25513984","25513984","197431296","2203515654144","True","Normal","6029312","6029312","00:00:01.1406250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7656250","00:00:00.6250000","152547328","2203470770176","False",,,,"19169280","19169280",,
"RuntimeBroker","1","122","2203411714048","6291456","1540096","8288","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2976","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","7184",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1540096","1540096","115248","115248","1933312","1933312","7974912","7974912","96628736","2203414851584","True","Normal","1540096","1540096","00:00:00","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:01:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","93491200","2203411714048","False",,,,"6291456","6291456",,
"SearchApp","1","1484","2238732136448","220045312","155381760","123504","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","21.8125","10.0.19041.1266 (WinBuild.160101.0800)","10.0.19041.1266","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"4172","Microsoft.Win32.SafeHandles.SafeProcessHandle","1484","4656",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","123504","123504","155381760","155381760","941608","941608","173592576","173592576","243552256","243552256","1074561024","2238752522240","True","Normal","155381760","155381760","00:00:04","SearchApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:21.8125000","00:00:17.8125000","1054175232","2238732136448","False",,,,"220045312","220045312",,
"SearchIndexer","0","925","2203532365824","26873856","22130688","50000","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","12.625","7.0.19041.1 (WinBuild.160101.0800)","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"5108","Microsoft.Win32.SafeHandles.SafeProcessHandle","925","1296",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50000","50000","22130688","22130688","244464","244464","28667904","28667904","32055296","32055296","223137792","2203541360640","True","Normal","22130688","22130688","00:00:06.7343750","SearchIndexer","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:54:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:12.6250000","00:00:05.8906250","214142976","2203532365824","False",,,,"26873856","26873856",,
"SecurityHealthService","0","265","2203406102528","9072640","3072000","12464",,,"0.15625",,,,,"Process","8",,,,,,"265","1364",".","0","",,,,,"12464","12464","3072000","3072000","117328","117328","3833856","3833856","13983744","13983744","102973440","2203421196288",,,"3072000","3072000","00:00:00.0781250","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:01:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0781250","87879680","2203406102528","False",,,,"9072640","9072640",,
"services","0","725","2203401732096","12865536","5500928","14248",,,"3.796875",,,,,"Process","9",,,,,,"725","804",".","0","",,,,,"14248","14248","5500928","5500928","191152","191152","12165120","12165120","14663680","14663680","164515840","2203482738688",,,"5500928","5500928","00:00:02.2187500","services",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7968750","00:00:01.5781250","83509248","2203401732096","False",,,,"12865536","12865536",,
"SgrmBroker","0","105","2203382587392","6524928","4501504","7600",,,"0.0625",,,,,"Process","8",,,,,,"105","4220",".","0","",,,,,"7600","7600","4501504","4501504","35160","35160","5861376","5861376","8531968","8531968","65413120","2203383635968",,,"4501504","4501504","00:00:00.0468750","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:54:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","64364544","2203382587392","False",,,,"6524928","6524928",,
"ShellExperienceHost","1","701","2203654467584","56573952","14331904","31184","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","0.75","10.0.19041.1151 (WinBuild.160101.0800)","10.0.19041.1151","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5672","Microsoft.Win32.SafeHandles.SafeProcessHandle","701","2568",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31184","31184","14331904","14331904","607896","607896","15478784","15478784","57708544","57708544","344633344","2203662856192","True","Normal","14331904","14331904","00:00:00.4531250","ShellExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7500000","00:00:00.2968750","336244736","2203654467584","False",,,,"56573952","56573952",,
"sihost","1","574","2203483549696","19947520","6438912","18128","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","3.28125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5140","Microsoft.Win32.SafeHandles.SafeProcessHandle","574","3364",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18128","18128","6438912","6438912","242392","242392","6709248","6709248","28577792","28577792","188395520","2203506618368","True","Normal","6438912","6438912","00:00:01.7343750","sihost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.2812500","00:00:01.5468750","165326848","2203483549696","False",,,,"19947520","19947520",,
"SkypeApp","1","462","39399743488","6553600","12058624","36976","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeApp.exe","Microsoft Corporation","0.234375","8.53.0.77","8.53.0.77","SkypeApp","Microsoft Skype","Process","8",,"False",,"5232","Microsoft.Win32.SafeHandles.SafeProcessHandle","462","5872",".","0","","System.Diagnostics.ProcessModule (SkypeApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36976","36976","12058624","12058624","463664","463664","12263424","12263424","42541056","42541056","749232128","39403937792","True","Normal","12058624","12058624","00:00:00.1562500","SkypeApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0781250","745037824","39399743488","False",,,,"6553600","6553600",,
"SkypeBackgroundHost","1","153","2203422310400","2031616","2060288","8832","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","Microsoft Corporation","0.109375","8.53.0.77","8.53.0.77","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"4260","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","6180",".","0","","System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2060288","2060288","127048","127048","2211840","2211840","13008896","13008896","108290048","2203426512896","True","Normal","2060288","2060288","00:00:00.0781250","SkypeBackgroundHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0312500","104087552","2203422310400","False",,,,"2031616","2031616",,
"smss","0","53","2203359711232","950272","1085440","3224",,,"0.0625",,,,,"Process","11",,,,,,"53","464",".","0","",,,,,"3224","3224","1085440","1085440","13208","13208","1130496","1130496","1265664","1265664","49606656","2203367829504",,,"1085440","1085440","00:00:00.0625000","smss",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","41488384","2203359711232","False",,,,"950272","950272",,
"spoolsv","0","451","2203423211520","10428416","5627904","21816","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","0.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"5724","Microsoft.Win32.SafeHandles.SafeProcessHandle","451","3204",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21816","21816","5627904","5627904","145568","145568","6385664","6385664","16646144","16646144","110030848","2203428253696","True","Normal","5627904","5627904","00:00:00.1093750","spoolsv","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0312500","104988672","2203423211520","False",,,,"10428416","10428416",,
"SppExtComObj","0","176","2203402575872","7069696","2236416","12544","C:\WINDOWS\system32\SppExtComObj.exe","Microsoft Corporation","0.03125","10.0.19041.1202 (WinBuild.160101.0800)","10.0.19041.1202","KMS Connection Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"1760","Microsoft.Win32.SafeHandles.SafeProcessHandle","176","5608",".","0","","System.Diagnostics.ProcessModule (SppExtComObj.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12544","12544","2236416","2236416","99704","99704","2662400","2662400","11182080","11182080","88141824","2203406364672","True","Normal","2236416","2236416","00:00:00.0312500","SppExtComObj","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","84353024","2203402575872","False",,,,"7069696","7069696",,
"sppsvc","0","252","2203458408448","20688896","16498688","12504",,,"125.625",,,,,"Process","8",,,,,,"252","4980",".","0","",,,,,"12504","12504","16498688","16498688","110496","110496","41889792","41889792","52609024","52609024","144396288","2203462619136",,,"16498688","16498688","00:00:32.8750000","sppsvc",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:05.6250000","00:01:32.7500000","140185600","2203458408448","False",,,,"20688896","20688896",,
"StartMenuExperienceHost","1","718","2203695529984","51347456","22482944","34176","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"1.953125",,,,,"Process","8",,"False",,"4596","Microsoft.Win32.SafeHandles.SafeProcessHandle","718","5004",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34176","34176","22482944","22482944","708728","708728","28315648","28315648","78098432","78098432","419840000","2203738062848","True","Normal","22482944","22482944","00:00:00.7031250","StartMenuExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9531250","00:00:01.2500000","377307136","2203695529984","False",,,,"51347456","51347456",,
"svchost","0","1190","2203401011200","12963840","7462912","20400","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","17.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4968","Microsoft.Win32.SafeHandles.SafeProcessHandle","1190","8",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20400","20400","7462912","7462912","148664","148664","7917568","7917568","14499840","14499840","95236096","2203413458944","True","Normal","7462912","7462912","00:00:06.2968750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:17.3750000","00:00:11.0781250","82788352","2203401011200","False",,,,"12963840","12963840",,
"svchost","0","309","2203399892992","7827456","2764800","14056","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.953125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"728","Microsoft.Win32.SafeHandles.SafeProcessHandle","309","652",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","2764800","2764800","121992","121992","2899968","2899968","9371648","9371648","84291584","2203402514432","True","Normal","2764800","2764800","00:00:00.4687500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.4843750","81670144","2203399892992","False",,,,"7827456","7827456",,
"svchost","0","1873","2203453075456","21217280","11481088","21896","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","4.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3704","Microsoft.Win32.SafeHandles.SafeProcessHandle","1873","948",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21896","21896","11481088","11481088","648448","648448","12189696","12189696","28778496","28778496","148807680","2203467030528","True","Normal","11481088","11481088","00:00:02.9062500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1718750","00:00:01.2656250","134852608","2203453075456","False",,,,"21217280","21217280",,
"svchost","0","394","2203421306880","9199616","3817472","14640","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.859375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5760","Microsoft.Win32.SafeHandles.SafeProcessHandle","394","1120",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14640","14640","3817472","3817472","126408","126408","4308992","4308992","14290944","14290944","126029824","2203444252672","True","Normal","3817472","3817472","00:00:00.3906250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8593750","00:00:00.4687500","103084032","2203421306880","False",,,,"9199616","9199616",,
"svchost","0","109","2203386372096","4378624","1273856","7456","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4288","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","1188",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7456","7456","1273856","1273856","58304","58304","1499136","1499136","5689344","5689344","69722112","2203387944960","True","Normal","1273856","1273856","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","68149248","2203386372096","False",,,,"4378624","4378624",,
