"Name","Id","PriorityClass","FileVersion","HandleCount","WorkingSet","PagedMemorySize","PrivateMemorySize","VirtualMemorySize","TotalProcessorTime","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","UserProcessorTime","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","Site","Container"
"dwm","940",,,"533","37294080","15933440","15933440","208973824",,"0","533","2203527196672","37294080","15933440","25416",,,,,,,"Process","13",,,,,,"LON-SVR1.Adatum.com",,,,,,,"25416","25416","15933440","301944","301944","17915904","17915904","38195200","38195200","212922368","2203531145216",,"15933440",,"dwm",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203527196672","False",,,,"37294080",,
"dwm","980",,,"531","37564416","16216064","16216064","210010112",,"0","531","2203528232960","37564416","16216064","25552",,,,,,,"Process","13",,,,,,"LON-DC1.Adatum.com",,,,,,,"25552","25552","16216064","301888","301888","18100224","18100224","38440960","38440960","213463040","2203531685888",,"16216064",,"dwm",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203528232960","False",,,,"37564416",,
"fontdrvhost","736",,,"49","4108288","1519616","1519616","95858688",,"0","49","2203414081536","4108288","1519616","6112",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"6112","6112","1519616","90808","90808","1576960","1576960","4112384","4112384","96907264","2203415130112",,"1519616",,"fontdrvhost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203414081536","False",,,,"4108288",,
"fontdrvhost","744",,,"49","4198400","1605632","1605632","96247808",,"0","49","2203414470656","4198400","1605632","6248",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"6248","6248","1605632","91568","91568","1667072","1667072","4202496","4202496","97296384","2203415519232",,"1605632",,"fontdrvhost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203414470656","False",,,,"4198400",,
"fontdrvhost","3264",,,"49","4136960","1527808","1527808","95858688",,"0","49","2203414081536","4136960","1527808","6112",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"6112","6112","1527808","90808","90808","1585152","1585152","4153344","4153344","96907264","2203415130112",,"1527808",,"fontdrvhost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203414081536","False",,,,"4136960",,
"fontdrvhost","3272",,,"49","4177920","1564672","1564672","96133120",,"0","49","2203414355968","4177920","1564672","6112",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"6112","6112","1564672","91344","91344","1626112","1626112","4194304","4194304","97181696","2203415404544",,"1564672",,"fontdrvhost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203414355968","False",,,,"4177920",,
"Idle","0",,,"0","8192","57344","57344","8192",,"0","0","8192","8192","57344","272",,,,,,,"Process","0",,,,,,"LON-DC1.Adatum.com",,,,,,,"272","272","57344","0","0","57344","57344","12288","12288","8192","8192",,"57344",,"Idle",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"8192","False",,,,"8192",,
"Idle","0",,,"0","8192","57344","57344","8192",,"0","0","8192","8192","57344","272",,,,,,,"Process","0",,,,,,"LON-SVR1.Adatum.com",,,,,,,"272","272","57344","0","0","57344","57344","12288","12288","8192","8192",,"57344",,"Idle",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"8192","False",,,,"8192",,
"inetinfo","3500",,,"195","14028800","5468160","5468160","98971648",,"0","195","2203417194496","14028800","5468160","15328",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"15328","15328","5468160","107320","107320","5632000","5632000","14344192","14344192","101593088","2203419815936",,"5468160",,"inetinfo",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203417194496","False",,,,"14028800",,
"ismserv","3516",,,"129","5505024","1961984","1961984","66785280",,"0","129","2203385008128","5505024","1961984","12296",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"12296","12296","1961984","49008","49008","2301952","2301952","5816320","5816320","70967296","2203389190144",,"1961984",,"ismserv",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203385008128","False",,,,"5505024",,
"LogonUI","932",,,"606","55238656","18006016","18006016","344612864",,"0","606","2203662835712","55238656","18006016","33768",,,,,,,"Process","13",,,,,,"LON-SVR1.Adatum.com",,,,,,,"33768","33768","18006016","594872","594872","18427904","18427904","56254464","56254464","351948800","2203670171648",,"18006016",,"LogonUI",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203662835712","False",,,,"55238656",,
"LogonUI","972",,,"604","55013376","18149376","18149376","344600576",,"0","604","2203662823424","55013376","18149376","33768",,,,,,,"Process","13",,,,,,"LON-DC1.Adatum.com",,,,,,,"33768","33768","18149376","591536","591536","18583552","18583552","56131584","56131584","351412224","2203669635072",,"18149376",,"LogonUI",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203662823424","False",,,,"55013376",,
"lsass","628",,,"1903","58646528","43548672","43548672","270577664",,"0","1903","2203588800512","58646528","43548672","135568",,,,,,,"Process","9",,,,,,"LON-DC1.Adatum.com",,,,,,,"135568","135568","43548672","302144","302144","80814080","80814080","81899520","81899520","296452096","2203614674944",,"43548672",,"lsass",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203588800512","False",,,,"58646528",,
"lsass","628",,,"1060","18038784","6963200","6963200","88621056",,"0","1060","2203406843904","18038784","6963200","29496",,,,,,,"Process","9",,,,,,"LON-SVR1.Adatum.com",,,,,,,"29496","29496","6963200","124560","124560","7401472","7401472","18395136","18395136","90419200","2203408642048",,"6963200",,"lsass",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203406843904","False",,,,"18038784",,
"Microsoft.ActiveDirectory.WebServices","3376",,,"616","67338240","55476224","55476224","660766720",,"0","616","4955734016","67338240","55476224","35192",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"35192","35192","55476224","405000","405000","60301312","60301312","71114752","71114752","665133056","4960100352",,"55476224",,"Microsoft.ActiveDirectory.WebServices",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"4955734016","False",,,,"67338240",,
"msdtc","3524",,,"221","10149888","3117056","3117056","87003136",,"0","221","2203405225984","10149888","3117056","13216",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"13216","13216","3117056","93720","93720","3764224","3764224","11206656","11206656","89116672","2203407339520",,"3117056",,"msdtc",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203405225984","False",,,,"10149888",,
"msdtc","4916",,,"221","10285056","2891776","2891776","87003136",,"0","221","2203405225984","10285056","2891776","13216",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"13216","13216","2891776","93720","93720","3518464","3518464","10948608","10948608","88633344","2203406856192",,"2891776",,"msdtc",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203405225984","False",,,,"10285056",,
"MsMpEng","3020",,,"704","163061760","291045376","291045376","842510336",,"0","704","2204160733184","163061760","291045376","215376",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"215376","215376","291045376","713240","713240","1003184128","1003184128","950407168","950407168","1461141504","2204779364352",,"291045376",,"MsMpEng",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2204160733184","False",,,,"163061760",,
"MsMpEng","5076",,,"713","159076352","294121472","294121472","838524928",,"0","713","2204156747776","159076352","294121472","215904",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"215904","215904","294121472","715368","715368","985513984","985513984","935006208","935006208","1423265792","2204741488640",,"294121472",,"MsMpEng",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2204156747776","False",,,,"159076352",,
"Registry","68",,,"0","78565376","274432","274432","84406272",,"0","0","84406272","78565376","274432","13056",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"13056","13056","274432","169080","169080","93224960","93224960","159334400","159334400","166195200","166195200",,"274432",,"Registry",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"84406272","False",,,,"78565376",,
"Registry","68",,,"0","76627968","270336","270336","80625664",,"0","0","80625664","76627968","270336","11832",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"11832","11832","270336","161696","161696","88842240","88842240","199487488","199487488","213794816","213794816",,"270336",,"Registry",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"80625664","False",,,,"76627968",,
"SecurityHealthService","8",,,"228","11382784","2654208","2654208","84664320",,"0","228","2203402887168","11382784","2654208","11528",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"11528","11528","2654208","112272","112272","2859008","2859008","11546624","11546624","86761472","2203404984320",,"2654208",,"SecurityHealthService",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203402887168","False",,,,"11382784",,
"SecurityHealthService","492",,,"228","11374592","2662400","2662400","84664320",,"0","228","2203402887168","11374592","2662400","11528",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"11528","11528","2662400","112272","112272","2850816","2850816","11534336","11534336","86761472","2203404984320",,"2662400",,"SecurityHealthService",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203402887168","False",,,,"11374592",,
"services","620",,,"639","13357056","5824512","5824512","85417984",,"0","639","2203403640832","13357056","5824512","13976",,,,,,,"Process","9",,,,,,"LON-DC1.Adatum.com",,,,,,,"13976","13976","5824512","178072","178072","13881344","13881344","15151104","15151104","179236864","2203497459712",,"5824512",,"services",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203403640832","False",,,,"13357056",,
"services","620",,,"594","12984320","5566464","5566464","80683008",,"0","594","2203398905856","12984320","5566464","13568",,,,,,,"Process","9",,,,,,"LON-SVR1.Adatum.com",,,,,,,"13568","13568","5566464","170456","170456","11722752","11722752","14659584","14659584","156954624","2203475177472",,"5566464",,"services",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203398905856","False",,,,"12984320",,
"smss","304",,,"53","921600","507904","507904","40353792",,"0","53","2203358576640","921600","507904","3224",,,,,,,"Process","11",,,,,,"LON-DC1.Adatum.com",,,,,,,"3224","3224","507904","13104","13104","577536","577536","1269760","1269760","62828544","2203381051392",,"507904",,"smss",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203358576640","False",,,,"921600",,
"smss","308",,,"53","921600","516096","516096","40353792",,"0","53","2203358576640","921600","516096","3224",,,,,,,"Process","11",,,,,,"LON-SVR1.Adatum.com",,,,,,,"3224","3224","516096","13104","13104","589824","589824","1269760","1269760","62828544","2203381051392",,"516096",,"smss",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203358576640","False",,,,"921600",,
"spoolsv","2332",,,"461","16564224","5599232","5599232","141418496",,"0","461","2203459641344","16564224","5599232","22360",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"22360","22360","5599232","215480","215480","6041600","6041600","16601088","16601088","143253504","2203461476352",,"5599232",,"spoolsv",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203459641344","False",,,,"16564224",,
"spoolsv","3304",,,"461","16596992","5648384","5648384","141680640",,"0","461","2203459903488","16596992","5648384","22496",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"22496","22496","5648384","215480","215480","6082560","6082560","16703488","16703488","143515648","2203461738496",,"5648384",,"spoolsv",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203459903488","False",,,,"16596992",,
"svchost","296",,,"423","12165120","3584000","3584000","131432448",,"0","423","2203449655296","12165120","3584000","15560",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"15560","15560","3584000","190944","190944","4046848","4046848","12787712","12787712","138248192","2203456471040",,"3584000",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203449655296","False",,,,"12165120",,
"svchost","332",,,"221","7680000","1904640","1904640","75399168",,"0","221","2203393622016","7680000","1904640","12848",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"12848","12848","1904640","76440","76440","1998848","1998848","7704576","7704576","75923456","2203394146304",,"1904640",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203393622016","False",,,,"7680000",,
"svchost","348",,,"424","12185600","3641344","3641344","131432448",,"0","424","2203449655296","12185600","3641344","15848",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"15848","15848","3641344","190944","190944","4075520","4075520","12713984","12713984","139296768","2203457519616",,"3641344",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203449655296","False",,,,"12185600",,
"svchost","356",,,"255","10588160","3276800","3276800","104026112",,"0","255","2203422248960","10588160","3276800","13136",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"13136","13136","3276800","140648","140648","3985408","3985408","11489280","11489280","110407680","2203428630528",,"3276800",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203422248960","False",,,,"10588160",,
"svchost","420",,,"154","6565888","1871872","1871872","74104832",,"0","154","2203392327680","6565888","1871872","9680",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"9680","9680","1871872","75056","75056","1941504","1941504","6901760","6901760","75153408","2203393376256",,"1871872",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203392327680","False",,,,"6565888",,
"svchost","424",,,"156","6664192","1884160","1884160","70733824",,"0","156","2203388956672","6664192","1884160","9544",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"9544","9544","1884160","68472","68472","1884160","1884160","6696960","6696960","71258112","2203389480960",,"1884160",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203388956672","False",,,,"6664192",,
"svchost","488",,,"115","6873088","2895872","2895872","65167360",,"0","115","2203383390208","6873088","2895872","14560",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"14560","14560","2895872","60752","60752","3117056","3117056","7221248","7221248","68837376","2203387060224",,"2895872",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203383390208","False",,,,"6873088",,
"svchost","488",,,"119","7213056","3252224","3252224","67264512",,"0","119","2203385487360","7213056","3252224","15368",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"15368","15368","3252224","60752","60752","3739648","3739648","7827456","7827456","70934528","2203389157376",,"3252224",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203385487360","False",,,,"7213056",,
"svchost","640",,,"116","5767168","1314816","1314816","68288512",,"0","116","2203386511360","5767168","1314816","7200",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"7200","7200","1314816","73680","73680","1540096","1540096","6107136","6107136","70860800","2203389083648",,"1314816",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203386511360","False",,,,"5767168",,
"svchost","692",,,"172","7852032","1740800","1740800","69361664",,"0","172","2203387584512","7852032","1740800","10280",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"10280","10280","1740800","75504","75504","2019328","2019328","8224768","8224768","75218944","2203393441792",,"1740800",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203387584512","False",,,,"7852032",,
"svchost","724",,,"85","3665920","905216","905216","55234560",,"0","85","2203373457408","3665920","905216","5024",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"5024","5024","905216","40808","40808","1015808","1015808","4046848","4046848","56807424","2203375030272",,"905216",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203373457408","False",,,,"3665920",,
"svchost","740",,,"203","7098368","1757184","1757184","71954432",,"0","203","2203390177280","7098368","1757184","12040",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"12040","12040","1757184","73072","73072","1880064","1880064","7352320","7352320","74575872","2203392798720",,"1757184",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203390177280","False",,,,"7098368",,
"svchost","800",,,"682","14745600","5681152","5681152","93782016",,"0","682","2203412004864","14745600","5681152","15728",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"15728","15728","5681152","288856","288856","5844992","5844992","14831616","14831616","99442688","2203417665536",,"5681152",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203412004864","False",,,,"14745600",,
"svchost","808",,,"171","7843840","1703936","1703936","69361664",,"0","171","2203387584512","7843840","1703936","10280",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"10280","10280","1703936","75504","75504","1994752","1994752","8228864","8228864","75128832","2203393351680",,"1703936",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203387584512","False",,,,"7843840",,
"svchost","816",,,"85","3674112","909312","909312","55234560",,"0","85","2203373457408","3674112","909312","5024",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"5024","5024","909312","40808","40808","999424","999424","4042752","4042752","56807424","2203375030272",,"909312",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203373457408","False",,,,"3674112",,
"svchost","832",,,"742","9752576","3813376","3813376","78446592",,"0","742","2203396669440","9752576","3813376","15976",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"15976","15976","3813376","105296","105296","4034560","4034560","9928704","9928704","83132416","2203401355264",,"3813376",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203396669440","False",,,,"9752576",,
"svchost","836",,,"676","14426112","5517312","5517312","93618176",,"0","676","2203411841024","14426112","5517312","15592",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"15592","15592","5517312","273864","273864","5697536","5697536","14536704","14536704","100417536","2203418640384",,"5517312",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203411841024","False",,,,"14426112",,
"svchost","848",,,"116","5701632","1228800","1228800","68288512",,"0","116","2203386511360","5701632","1228800","7200",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"7200","7200","1228800","73248","73248","1540096","1540096","6115328","6115328","70385664","2203388608512",,"1228800",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203386511360","False",,,,"5701632",,
"svchost","864",,,"791","10039296","4001792","4001792","79761408",,"0","791","2203397984256","10039296","4001792","20208",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"20208","20208","4001792","109944","109944","4165632","4165632","10129408","10129408","82907136","2203401129984",,"4001792",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203397984256","False",,,,"10039296",,
"svchost","876",,,"267","7983104","1986560","1986560","75505664",,"0","267","2203393728512","7983104","1986560","10416",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"10416","10416","1986560","122520","122520","2105344","2105344","8273920","8273920","78127104","2203396349952",,"1986560",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203393728512","False",,,,"7983104",,
"svchost","896",,,"125","5492736","1261568","1261568","74395648",,"0","125","2203392618496","5492736","1261568","6928",,,,,,,"Process","8",,,,,,"LON-SVR1.Adatum.com",,,,,,,"6928","6928","1261568","62392","62392","1368064","1368064","5881856","5881856","76492800","2203394715648",,"1261568",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203392618496","False",,,,"5492736",,
"svchost","912",,,"267","7921664","1949696","1949696","75505664",,"0","267","2203393728512","7921664","1949696","10416",,,,,,,"Process","8",,,,,,"LON-DC1.Adatum.com",,,,,,,"10416","10416","1949696","122520","122520","2072576","2072576","8232960","8232960","78651392","2203396874240",,"1949696",,"svchost",,,"0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,"2203393728512","False",,,,"7921664",,
